item_id,template_family,mode,condition,evaluation_mode,position,raw_response,presented_choice,original_choice,option_order,response_label_scheme,model,input_tokens,output_tokens,timestamp,base_item_id,paired_order,paraphrase_group,delta_benefit_magnitude,delta_harm_magnitude,delta_benefit_probability,delta_temporal_delay,delta_directness_of_harm,delta_beneficiary_identified,delta_consent_of_harmed_party,delta_reversibility_of_harm
cand_0480__BA,rescue_triage,order_ablation,no_reflection,independent,21,B,B,A,BA,ab,claude-sonnet-4-5-20250929,166,4,2026-03-13T04:35:24.083529+00:00,cand_0480,BA,pg_0480,900,-9,0.3,100,0,0,1,0
cand_0392__AB,direct_harm_tradeoff,order_ablation,no_reflection,independent,22,B,B,B,AB,ab,claude-sonnet-4-5-20250929,160,4,2026-03-13T04:35:27.780764+00:00,cand_0392,AB,pg_0392,-990,10,-0.8,-10,0,0,1,0
cand_0392__BA,direct_harm_tradeoff,order_ablation,no_reflection,independent,23,A,A,B,BA,ab,claude-sonnet-4-5-20250929,160,4,2026-03-13T04:35:30.234332+00:00,cand_0392,BA,pg_0392,-990,10,-0.8,-10,0,0,1,0
cand_0298__AB,policy_prevention,order_ablation,no_reflection,independent,24,A,A,A,AB,ab,claude-sonnet-4-5-20250929,181,4,2026-03-13T04:35:33.501293+00:00,cand_0298,AB,pg_0298,990,-9,0.3,-90,0,1,1,1
cand_0298__BA,policy_prevention,order_ablation,no_reflection,independent,25,B,B,A,BA,ab,claude-sonnet-4-5-20250929,181,4,2026-03-13T04:35:36.759888+00:00,cand_0298,BA,pg_0298,990,-9,0.3,-90,0,1,1,1
cand_0318__AB,rescue_triage,order_ablation,no_reflection,independent,26,A,A,A,AB,ab,claude-sonnet-4-5-20250929,152,4,2026-03-13T04:35:40.464496+00:00,cand_0318,AB,pg_0318,990,-1,0.8,90,-1,1,0,-1
cand_0318__BA,rescue_triage,order_ablation,no_reflection,independent,27,B,B,A,BA,ab,claude-sonnet-4-5-20250929,152,4,2026-03-13T04:35:41.816083+00:00,cand_0318,BA,pg_0318,990,-1,0.8,90,-1,1,0,-1
cand_0026__AB,direct_harm_tradeoff,order_ablation,no_reflection,independent,28,A,A,A,AB,ab,claude-sonnet-4-5-20250929,171,4,2026-03-13T04:35:44.165101+00:00,cand_0026,AB,pg_0026,990,-9,0.5,-10,-1,0,0,0
cand_0026__BA,direct_harm_tradeoff,order_ablation,no_reflection,independent,29,B,B,A,BA,ab,claude-sonnet-4-5-20250929,171,4,2026-03-13T04:35:45.368106+00:00,cand_0026,BA,pg_0026,990,-9,0.5,-10,-1,0,0,0
cand_0040__AB,policy_prevention,order_ablation,no_reflection,independent,30,B,B,B,AB,ab,claude-sonnet-4-5-20250929,177,4,2026-03-13T04:35:49.488755+00:00,cand_0040,AB,pg_0040,-900,0,-0.8,10,1,-1,-1,0
cand_0040__BA,policy_prevention,order_ablation,no_reflection,independent,31,A,A,B,BA,ab,claude-sonnet-4-5-20250929,177,4,2026-03-13T04:35:53.379197+00:00,cand_0040,BA,pg_0040,-900,0,-0.8,10,1,-1,-1,0
cand_0053__AB,direct_harm_tradeoff,order_ablation,no_reflection,independent,32,B,B,B,AB,ab,claude-sonnet-4-5-20250929,175,4,2026-03-13T04:35:55.424178+00:00,cand_0053,AB,pg_0053,0,0,0.0,100,0,0,0,0
cand_0053__BA,direct_harm_tradeoff,order_ablation,no_reflection,independent,33,B,B,A,BA,ab,claude-sonnet-4-5-20250929,175,4,2026-03-13T04:35:58.846441+00:00,cand_0053,BA,pg_0053,0,0,0.0,100,0,0,0,0
cand_0448__AB,policy_prevention,order_ablation,no_reflection,independent,34,B,B,B,AB,ab,claude-sonnet-4-5-20250929,179,4,2026-03-13T04:36:02.716143+00:00,cand_0448,AB,pg_0448,900,0,0.0,-10,0,0,-1,-1
cand_0448__BA,policy_prevention,order_ablation,no_reflection,independent,35,B,B,A,BA,ab,claude-sonnet-4-5-20250929,179,4,2026-03-13T04:36:06.454327+00:00,cand_0448,BA,pg_0448,900,0,0.0,-10,0,0,-1,-1
cand_0021__AB,rescue_triage,order_ablation,no_reflection,independent,36,B,B,B,AB,ab,claude-sonnet-4-5-20250929,171,4,2026-03-13T04:36:09.762760+00:00,cand_0021,AB,pg_0021,0,9,0.8,0,0,0,-1,0
cand_0021__BA,rescue_triage,order_ablation,no_reflection,independent,37,B,B,A,BA,ab,claude-sonnet-4-5-20250929,171,4,2026-03-13T04:36:11.037266+00:00,cand_0021,BA,pg_0021,0,9,0.8,0,0,0,-1,0
cand_0479__AB,direct_harm_tradeoff,order_ablation,no_reflection,independent,38,B,B,B,AB,ab,claude-sonnet-4-5-20250929,180,4,2026-03-13T04:36:14.095431+00:00,cand_0479,AB,pg_0479,0,0,0.0,0,0,1,-1,1
cand_0479__BA,direct_harm_tradeoff,order_ablation,no_reflection,independent,39,B,B,A,BA,ab,claude-sonnet-4-5-20250929,180,4,2026-03-13T04:36:17.336956+00:00,cand_0479,BA,pg_0479,0,0,0.0,0,0,1,-1,1
cand_0004__AB,policy_prevention,order_ablation,no_reflection,independent,40,B,B,B,AB,ab,claude-sonnet-4-5-20250929,179,4,2026-03-13T04:36:21.189223+00:00,cand_0004,AB,pg_0004,900,-9,-0.8,-10,0,1,-1,0
cand_0004__BA,policy_prevention,order_ablation,no_reflection,independent,41,B,B,A,BA,ab,claude-sonnet-4-5-20250929,179,4,2026-03-13T04:36:25.740318+00:00,cand_0004,BA,pg_0004,900,-9,-0.8,-10,0,1,-1,0
cand_0072__AB,rescue_triage,order_ablation,no_reflection,independent,42,B,B,B,AB,ab,claude-sonnet-4-5-20250929,167,4,2026-03-13T04:36:27.031438+00:00,cand_0072,AB,pg_0072,990,9,-0.3,0,0,-1,0,1
cand_0072__BA,rescue_triage,order_ablation,no_reflection,independent,43,B,B,A,BA,ab,claude-sonnet-4-5-20250929,167,4,2026-03-13T04:36:30.255383+00:00,cand_0072,BA,pg_0072,990,9,-0.3,0,0,-1,0,1
cand_0014__AB,direct_harm_tradeoff,order_ablation,no_reflection,independent,44,B,B,B,AB,ab,claude-sonnet-4-5-20250929,167,4,2026-03-13T04:36:32.471391+00:00,cand_0014,AB,pg_0014,-900,-1,0.8,0,0,1,-1,0
cand_0014__BA,direct_harm_tradeoff,order_ablation,no_reflection,independent,45,B,B,A,BA,ab,claude-sonnet-4-5-20250929,167,4,2026-03-13T04:36:36.274501+00:00,cand_0014,BA,pg_0014,-900,-1,0.8,0,0,1,-1,0
cand_0379__AB,policy_prevention,order_ablation,no_reflection,independent,46,B,B,B,AB,ab,claude-sonnet-4-5-20250929,181,4,2026-03-13T04:36:39.298135+00:00,cand_0379,AB,pg_0379,-990,0,0.3,10,0,0,1,0
cand_0379__BA,policy_prevention,order_ablation,no_reflection,independent,47,B,B,A,BA,ab,claude-sonnet-4-5-20250929,181,4,2026-03-13T04:36:44.172781+00:00,cand_0379,BA,pg_0379,-990,0,0.3,10,0,0,1,0
cand_0347__AB,direct_harm_tradeoff,order_ablation,no_reflection,independent,48,B,B,B,AB,ab,claude-sonnet-4-5-20250929,181,4,2026-03-13T04:36:48.087550+00:00,cand_0347,AB,pg_0347,0,-9,0.0,-90,1,0,-1,0
cand_0347__BA,direct_harm_tradeoff,order_ablation,no_reflection,independent,49,B,B,A,BA,ab,claude-sonnet-4-5-20250929,181,4,2026-03-13T04:36:49.495506+00:00,cand_0347,BA,pg_0347,0,-9,0.0,-90,1,0,-1,0
cand_0169__AB,policy_prevention,order_ablation,no_reflection,independent,50,B,B,B,AB,ab,claude-sonnet-4-5-20250929,185,4,2026-03-13T04:36:53.312636+00:00,cand_0169,AB,pg_0169,0,9,0.0,90,1,1,0,1
cand_0169__BA,policy_prevention,order_ablation,no_reflection,independent,51,B,B,A,BA,ab,claude-sonnet-4-5-20250929,185,4,2026-03-13T04:36:57.075001+00:00,cand_0169,BA,pg_0169,0,9,0.0,90,1,1,0,1
cand_0495__AB,rescue_triage,order_ablation,no_reflection,independent,52,B,B,B,AB,ab,claude-sonnet-4-5-20250929,173,4,2026-03-13T04:36:59.850208+00:00,cand_0495,AB,pg_0495,-900,-9,0.0,90,-1,1,0,0
cand_0495__BA,rescue_triage,order_ablation,no_reflection,independent,53,B,B,A,BA,ab,claude-sonnet-4-5-20250929,173,4,2026-03-13T04:37:02.194928+00:00,cand_0495,BA,pg_0495,-900,-9,0.0,90,-1,1,0,0
cand_0488__AB,direct_harm_tradeoff,order_ablation,no_reflection,independent,54,B,B,B,AB,ab,claude-sonnet-4-5-20250929,176,4,2026-03-13T04:37:03.452716+00:00,cand_0488,AB,pg_0488,-990,0,0.5,90,0,0,1,-1
cand_0488__BA,direct_harm_tradeoff,order_ablation,no_reflection,independent,55,B,B,A,BA,ab,claude-sonnet-4-5-20250929,176,4,2026-03-13T04:37:05.702481+00:00,cand_0488,BA,pg_0488,-990,0,0.5,90,0,0,1,-1
cand_0268__AB,policy_prevention,order_ablation,no_reflection,independent,56,B,B,B,AB,ab,claude-sonnet-4-5-20250929,179,4,2026-03-13T04:37:08.746312+00:00,cand_0268,AB,pg_0268,-900,0,0.8,100,1,0,0,-1
cand_0268__BA,policy_prevention,order_ablation,no_reflection,independent,57,B,B,A,BA,ab,claude-sonnet-4-5-20250929,179,4,2026-03-13T04:37:11.961198+00:00,cand_0268,BA,pg_0268,-900,0,0.8,100,1,0,0,-1
cand_0249__AB,rescue_triage,order_ablation,no_reflection,independent,58,B,B,B,AB,ab,claude-sonnet-4-5-20250929,174,4,2026-03-13T04:37:17.761181+00:00,cand_0249,AB,pg_0249,0,0,0.0,-10,-1,0,0,0
cand_0249__BA,rescue_triage,order_ablation,no_reflection,independent,59,B,B,A,BA,ab,claude-sonnet-4-5-20250929,174,4,2026-03-13T04:37:19.077929+00:00,cand_0249,BA,pg_0249,0,0,0.0,-10,-1,0,0,0
cand_0224__AB,direct_harm_tradeoff,order_ablation,no_reflection,independent,60,A,A,A,AB,ab,claude-sonnet-4-5-20250929,149,4,2026-03-13T04:37:20.421188+00:00,cand_0224,AB,pg_0224,-900,-10,0.0,0,0,1,0,0
cand_0224__BA,direct_harm_tradeoff,order_ablation,no_reflection,independent,61,B,B,A,BA,ab,claude-sonnet-4-5-20250929,149,4,2026-03-13T04:37:23.730247+00:00,cand_0224,BA,pg_0224,-900,-10,0.0,0,0,1,0,0
cand_0118__AB,policy_prevention,order_ablation,no_reflection,independent,62,B,B,B,AB,ab,claude-sonnet-4-5-20250929,165,4,2026-03-13T04:37:25.132792+00:00,cand_0118,AB,pg_0118,-990,1,0.3,90,0,1,0,1
cand_0118__BA,policy_prevention,order_ablation,no_reflection,independent,63,B,B,A,BA,ab,claude-sonnet-4-5-20250929,165,4,2026-03-13T04:37:26.505931+00:00,cand_0118,BA,pg_0118,-990,1,0.3,90,0,1,0,1
